Wall time,Step,Value
1636804948.3258123,630000,12877.2001953125
1636804949.816537,631000,12877.2001953125
1636804950.556277,631500,12877.2001953125
1636804951.292255,632000,12877.2001953125
1636804952.0614774,632500,12877.2001953125
1636804952.8116496,633000,12877.2001953125
1636804953.5403154,633500,12877.2001953125
1636804957.2504928,636000,12877.2001953125
1636804957.9764707,636500,12877.2001953125
1636804959.447882,637500,12877.2001953125
1636804962.4411776,639500,12877.2001953125
1636804963.20593,640000,12877.2001953125
1636804964.7397594,641000,12877.2001953125
1636804967.7230592,643000,12877.2001953125
1636804969.1994543,644000,12877.2001953125
1636804970.6756654,645000,12877.2001953125
1636804972.1680624,646000,12877.2001953125
1636804972.9079607,646500,12877.2001953125
1636804973.6445606,647000,12877.2001953125
1636804974.383564,647500,12877.2001953125
1636804975.8387418,648500,12877.2001953125
1636804978.0671258,650000,12877.2001953125
1636804978.8024979,650500,12877.2001953125
1636804980.284214,651500,12877.2001953125
1636804981.0299716,652000,12877.2001953125
1636804981.768928,652500,12877.2001953125
1636804983.2887502,653500,12877.2001953125
1636804986.3000443,655500,12877.2001953125
1636804987.768852,656500,12877.2001953125
1636804988.5075457,657000,12877.2001953125
1636804989.98537,658000,12877.2001953125
1636804990.705917,658500,12877.2001953125
1636804992.9290795,660000,12877.2001953125
1636804993.6819909,660500,12877.2001953125
1636804997.4365077,663000,12877.2001953125
1636804998.1816661,663500,12877.2001953125
1636804998.908363,664000,12877.2001953125
1636804999.6379483,664500,12877.2001953125
1636805001.1232576,665500,12877.2001953125
1636805002.6319852,666500,12877.2001953125
1636805003.3779535,667000,12877.2001953125
1636805004.1147585,667500,12877.2001953125
1636805004.858973,668000,12877.2001953125
1636805005.603066,668500,12877.2001953125
1636805006.341652,669000,12877.2001953125
1636805008.5389843,670500,12877.2001953125
1636805010.77219,672000,12877.2001953125
1636805012.2346494,673000,12877.2001953125
1636805013.7322097,674000,12877.2001953125
1636805014.4707725,674500,12877.2001953125
1636805015.2169306,675000,12877.2001953125
1636805015.9519422,675500,12877.2001953125
1636805016.6834018,676000,12877.2001953125
1636805019.680016,678000,12877.2001953125
1636805022.6446877,680000,12877.2001953125
1636805024.168715,681000,12877.2001953125
1636805024.9174123,681500,12877.2001953125
1636805027.1741726,683000,12877.2001953125
1636805027.943412,683500,12877.2001953125
1636805028.691376,684000,12877.2001953125
1636805030.9438725,685500,12877.2001953125
1636805033.17828,687000,12877.2001953125
1636805033.9134073,687500,12877.2001953125
1636805034.634406,688000,12877.2001953125
1636805036.108985,689000,12877.2001953125
1636805036.8544347,689500,12877.2001953125
1636805037.5824597,690000,12877.2001953125
1636805039.8537238,691500,12877.2001953125
1636805041.3417544,692500,12877.2001953125
1636805042.086185,693000,12877.2001953125
1636805042.8335779,693500,12877.2001953125
1636805043.5641189,694000,12877.2001953125
1636805044.3097324,694500,12877.2001953125
1636805045.0517318,695000,12877.2001953125
1636805046.517812,696000,12877.2001953125
1636805047.2592509,696500,12877.2001953125
1636805049.4784892,698000,12877.2001953125
1636805053.1947727,700500,12877.2001953125
1636805062.1591372,706500,12877.2001953125
1636805062.9237654,707000,12877.2001953125
1636805063.668577,707500,12877.2001953125
1636805064.4159038,708000,12877.2001953125
1636805067.3721805,710000,12877.2001953125
1636805069.5991802,711500,12877.2001953125
1636805070.333263,712000,12877.2001953125
1636805071.8134365,713000,12877.2001953125
1636805072.581769,713500,12877.2001953125
1636805073.3312006,714000,12877.2001953125
1636805074.0750597,714500,12877.2001953125
1636805075.5363524,715500,12877.2001953125
